lemma,pos,rank,form_text,morphology,is_primary
beschützen,VERB,676,beschützt,participle_ii,False
erwischen,VERB,677,erwischen,lemma,True
erwischen,VERB,677,erwischte,preterite_3sg,False
erwischen,VERB,677,erwischt,participle_ii,False
wären,AUX,678,wären,lemma,True
wären,AUX,678,wäre,preterite_3sg,False
wären,AUX,678,gewesen,participle_ii,False
gefährlich,ADV,679,gefährlich,lemma,True
verlangen,VERB,680,verlangen,lemma,True
verlangen,VERB,680,verlangte,preterite_3sg,False
verlangen,VERB,680,verlangt,participle_ii,False
regeln,VERB,681,regeln,lemma,True
regeln,VERB,681,regelte,preterite_3sg,False
regeln,VERB,681,geregelt,participle_ii,False
verändern,VERB,682,verändern,lemma,True
verändern,VERB,682,veränderte,preterite_3sg,False
verändern,VERB,682,verändert,participle_ii,False
Ziel,NOUN,683,Ziel,lemma,True
Ziel,NOUN,683,Ziels,genitive_singular,False
Ziel,NOUN,683,Ziele,nominative_plural,False
Verzeihung,NOUN,684,Verzeihung,lemma,True
Verzeihung,NOUN,684,Verzeihung,genitive_singular,False
Verzeihung,NOUN,684,Verzeihungen,nominative_plural,False
zeigen,VERB,685,zeigen,lemma,True
zeigen,VERB,685,zeigte,preterite_3sg,False
zeigen,VERB,685,gezeigt,participle_ii,False
merken,VERB,686,merken,lemma,True
merken,VERB,686,merkte,preterite_3sg,False
merken,VERB,686,gemerkt,participle_ii,False
aufhalten,VERB,687,aufhalten,lemma,True
aufhalten,VERB,687,hielt auf,preterite_3sg,False
aufhalten,VERB,687,aufgehalten,participle_ii,False
Anwalt,NOUN,688,Anwalt,lemma,True
Anwalt,NOUN,688,Anwalts,genitive_singular,False
Anwalt,NOUN,688,Anwälte,nominative_plural,False
Mike,PART,689,Mike,lemma,True
vorher,ADV,690,vorher,lemma,True
denken,VERB,691,denken,lemma,True
denken,VERB,691,dachte,preterite_3sg,False
denken,VERB,691,gedacht,participle_ii,False
mitnehmen,VERB,692,mitnehmen,lemma,True
mitnehmen,VERB,692,nahm mit,preterite_3sg,False
mitnehmen,VERB,692,mitgenommen,participle_ii,False
perfekt,ADV,693,perfekt,lemma,True
schützen,VERB,694,schützen,lemma,True
schützen,VERB,694,schützte,preterite_3sg,False
schützen,VERB,694,geschützt,participle_ii,False
nötig,ADV,695,nötig,lemma,True
Handy,NOUN,696,Handy,lemma,True
Handy,NOUN,696,Handys,genitive_singular,False
Handy,NOUN,696,Handys,nominative_plural,False
hinten,ADV,697,hinten,lemma,True
süß,ADJ,698,süß,lemma,True
komisch,ADV,699,komisch,lemma,True
Soldat,NOUN,700,Soldat,lemma,True
Soldat,NOUN,700,Soldaten,genitive_singular,False
Soldat,NOUN,700,Soldaten,nominative_plural,False
schlecht,ADJ,701,schlecht,lemma,True
unmöglich,ADV,702,unmöglich,lemma,True
heraus,ADV,703,heraus,lemma,True
Tag,NOUN,704,Tag,lemma,True
Tag,NOUN,704,Tages,genitive_singular,False
Tag,NOUN,704,Tage,nominative_plural,False
verbringen,VERB,705,verbringen,lemma,True
verbringen,VERB,705,verbrachte,preterite_3sg,False
verbringen,VERB,705,verbracht,participle_ii,False
Beziehung,NOUN,706,Beziehung,lemma,True
Beziehung,NOUN,706,Beziehung,genitive_singular,False
Beziehung,NOUN,706,Beziehungen,nominative_plural,False
Liebling,NOUN,707,Liebling,lemma,True
Liebling,NOUN,707,Lieblings,genitive_singular,False
Liebling,NOUN,707,Lieblinge,nominative_plural,False
tatsächlich,ADV,708,tatsächlich,lemma,True
Geschenk,NOUN,709,Geschenk,lemma,True
Geschenk,NOUN,709,Geschenks,genitive_singular,False
Geschenk,NOUN,709,Geschenke,nominative_plural,False
besonder,PRON,710,besonder,lemma,True
Seele,NOUN,711,Seele,lemma,True
Seele,NOUN,711,Seele,genitive_singular,False
Seele,NOUN,711,Seelen,nominative_plural,False
tief,ADV,712,tief,lemma,True
plötzlich,ADV,713,plötzlich,lemma,True
Kampf,NOUN,714,Kampf,lemma,True
Kampf,NOUN,714,Kampfes,genitive_singular,False
Kampf,NOUN,714,Kämpfe,nominative_plural,False
Nähe,NOUN,715,Nähe,lemma,True
Nähe,NOUN,715,Nähe,genitive_singular,False
Nähe,NOUN,715,Nähen,nominative_plural,False
Präsident,NOUN,716,Präsident,lemma,True
Präsident,NOUN,716,Präsidenten,genitive_singular,False
Präsident,NOUN,716,Präsidenten,nominative_plural,False
verheiraten,VERB,717,verheiraten,lemma,True
verheiraten,VERB,717,verheiratete,preterite_3sg,False
verheiraten,VERB,717,verheiratet,participle_ii,False
erhalten,VERB,718,erhalten,lemma,True
erhalten,VERB,718,erhielt,preterite_3sg,False
erhalten,VERB,718,erhalten,participle_ii,False
Tisch,ADV,719,Tisch,lemma,True
jemals,ADV,720,jemals,lemma,True
weinen,VERB,721,weinen,lemma,True
weinen,VERB,721,weinte,preterite_3sg,False
weinen,VERB,721,geweint,participle_ii,False
Punkt,NOUN,722,Punkt,lemma,True
Punkt,NOUN,722,Punktes,genitive_singular,False
Punkt,NOUN,722,Punkte,nominative_plural,False
spüren,VERB,723,spüren,lemma,True
spüren,VERB,723,spürte,preterite_3sg,False
spüren,VERB,723,gespürt,participle_ii,False
Bewegung,NOUN,724,Bewegung,lemma,True
Bewegung,NOUN,724,Bewegung,genitive_singular,False
Bewegung,NOUN,724,Bewegungen,nominative_plural,False
hübsch,ADV,725,hübsch,lemma,True
eurer,PRON,726,eurer,lemma,True
zählen,VERB,727,zählen,lemma,True
zählen,VERB,727,zählte,preterite_3sg,False
zählen,VERB,727,gezählt,participle_ii,False
Meister,NOUN,728,Meister,lemma,True
Meister,NOUN,728,Meisters,genitive_singular,False
Meister,NOUN,728,Meister,nominative_plural,False
Antwort,NOUN,729,Antwort,lemma,True
Antwort,NOUN,729,Antwort,genitive_singular,False
Antwort,NOUN,729,Antworten,nominative_plural,False
schicken,VERB,730,schicken,lemma,True
schicken,VERB,730,schickte,preterite_3sg,False
schicken,VERB,730,geschickt,participle_ii,False
obwohl,SCONJ,731,obwohl,lemma,True
verlieben,VERB,732,verlieben,lemma,True
verlieben,VERB,732,verliebte,preterite_3sg,False
verlieben,VERB,732,verliebt,participle_ii,False
voll,ADJ,733,voll,lemma,True
unterwegs,ADV,734,unterwegs,lemma,True
dumm,ADJ,735,dumm,lemma,True
Ärger,NOUN,736,Ärger,lemma,True
Ärger,NOUN,736,Ärgers,genitive_singular,False
Ärger,NOUN,736,Ärger,nominative_plural,False
neu,ADJ,737,neu,lemma,True
Spur,NOUN,738,Spur,lemma,True
Spur,NOUN,738,Spur,genitive_singular,False
Spur,NOUN,738,Spuren,nominative_plural,False
fassen,VERB,739,fassen,lemma,True
fassen,VERB,739,fasste,preterite_3sg,False
fassen,VERB,739,gefasst,participle_ii,False
dagegen,ADV,740,dagegen,lemma,True
leicht,ADJ,741,leicht,lemma,True
normal,ADJ,742,normal,lemma,True
Arschloch,NOUN,743,Arschloch,lemma,True
Arschloch,NOUN,743,Arslochs,genitive_singular,False
Arschloch,NOUN,743,Arschlöcher,nominative_plural,False
verpassen,VERB,744,verpassen,lemma,True
verpassen,VERB,744,verpasste,preterite_3sg,False
verpassen,VERB,744,verpasst,participle_ii,False
Möglichkeit,NOUN,745,Möglichkeit,lemma,True
Möglichkeit,NOUN,745,Möglichkeit,genitive_singular,False
Möglichkeit,NOUN,745,Möglichkeiten,nominative_plural,False
ziehen,VERB,746,ziehen,lemma,True
ziehen,VERB,746,zog,preterite_3sg,False
ziehen,VERB,746,gezogen,participle_ii,False
heiß,ADJ,747,heiß,lemma,True
Traum,NOUN,748,Traum,lemma,True
Traum,NOUN,748,Traums,genitive_singular,False
Traum,NOUN,748,Träume,nominative_plural,False
überlegen,VERB,749,überlegen,lemma,True
überlegen,VERB,749,überlegte,preterite_3sg,False
überlegen,VERB,749,überlegt,participle_ii,False
Fenster,NOUN,750,Fenster,lemma,True
Fenster,NOUN,750,Fensters,genitive_singular,False
Fenster,NOUN,750,Fenster,nominative_plural,False
offen,ADV,751,offen,lemma,True
fort,ADV,752,fort,lemma,True
greifen,VERB,753,greifen,lemma,True
greifen,VERB,753,griff,preterite_3sg,False
greifen,VERB,753,gegriffen,participle_ii,False
wachen,VERB,754,wachen,lemma,True
wachen,VERB,754,wachte,preterite_3sg,False
wachen,VERB,754,gewacht,participle_ii,False
ständig,ADV,755,ständig,lemma,True
Polizist,NOUN,756,Polizist,lemma,True
Polizist,NOUN,756,Polizisten,genitive_singular,False
Polizist,NOUN,756,Polizisten,nominative_plural,False
beenden,VERB,757,beenden,lemma,True
beenden,VERB,757,beendete,preterite_3sg,False
beenden,VERB,757,beendet,participle_ii,False
Gefahr,NOUN,758,Gefahr,lemma,True
Gefahr,NOUN,758,Gefahr,genitive_singular,False
Gefahr,NOUN,758,Gefahren,nominative_plural,False
überprüfen,VERB,759,überprüfen,lemma,True
überprüfen,VERB,759,überprüfte,preterite_3sg,False
überprüfen,VERB,759,überprüft,participle_ii,False
absolut,ADV,760,absolut,lemma,True
Augenblick,NOUN,761,Augenblick,lemma,True
Augenblick,NOUN,761,Augenblicks,genitive_singular,False
Augenblick,NOUN,761,Augenblicke,nominative_plural,False
Bescheid,NOUN,762,Bescheid,lemma,True
Bescheid,NOUN,762,Bescheids,genitive_singular,False
Bescheid,NOUN,762,Bescheide,nominative_plural,False
verhaften,VERB,763,verhaften,lemma,True
verhaften,VERB,763,verhaftete,preterite_3sg,False
verhaften,VERB,763,verhaftet,participle_ii,False
rum,ADV,764,rum,lemma,True
Verbindung,NOUN,765,Verbindung,lemma,True
Verbindung,NOUN,765,Verbindung,genitive_singular,False
Verbindung,NOUN,765,Verbindungen,nominative_plural,False
verfolgen,VERB,766,verfolgen,lemma,True
verfolgen,VERB,766,verfolgte,preterite_3sg,False
verfolgen,VERB,766,verfolgt,participle_ii,False
werden,AUX,767,werden,lemma,True
werden,AUX,767,wurde,preterite_3sg,False
werden,AUX,767,geworden,participle_ii,False
Chef,NOUN,768,Chef,lemma,True
Chef,NOUN,768,Chefs,genitive_singular,False
Chef,NOUN,768,Chefs,nominative_plural,False
schwören,VERB,769,schwören,lemma,True
schwören,VERB,769,schwor,preterite_3sg,False
schwören,VERB,769,geschworen,participle_ii,False
rennen,VERB,770,rennen,lemma,True
rennen,VERB,770,rannte,preterite_3sg,False
rennen,VERB,770,gerannt,participle_ii,False
teilen,VERB,771,teilen,lemma,True
teilen,VERB,771,teilte,preterite_3sg,False
teilen,VERB,771,geteilt,participle_ii,False
handeln,VERB,772,handeln,lemma,True
handeln,VERB,772,handelte,preterite_3sg,False
handeln,VERB,772,gehandelt,participle_ii,False
Partner,NOUN,773,Partner,lemma,True
Partner,NOUN,773,Partners,genitive_singular,False
Partner,NOUN,773,Partner,nominative_plural,False
erlauben,VERB,774,erlauben,lemma,True
erlauben,VERB,774,erlaubte,preterite_3sg,False
erlauben,VERB,774,erlaubt,participle_ii,False
Anfang,NOUN,775,Anfang,lemma,True
Anfang,NOUN,775,Anfangs,genitive_singular,False
Anfang,NOUN,775,Anfänge,nominative_plural,False
wählen,VERB,776,wählen,lemma,True
wählen,VERB,776,wählte,preterite_3sg,False
wählen,VERB,776,gewählt,participle_ii,False
erinnern,VERB,777,erinnern,lemma,True
erinnern,VERB,777,erinnerte,preterite_3sg,False
erinnern,VERB,777,erinnert,participle_ii,False
fahren,VERB,778,fahren,lemma,True
fahren,VERB,778,fuhr,preterite_3sg,False
fahren,VERB,778,gefahren,participle_ii,False
antun,VERB,779,antun,lemma,True
antun,VERB,779,tat an,preterite_3sg,False
antun,VERB,779,angetan,participle_ii,False
Feind,NOUN,780,Feind,lemma,True
Feind,NOUN,780,Feindes,genitive_singular,False
Feind,NOUN,780,Feinde,nominative_plural,False
helfen,VERB,781,helfen,lemma,True
helfen,VERB,781,half,preterite_3sg,False
helfen,VERB,781,geholfen,participle_ii,False
toll,ADJ,782,toll,lemma,True
mancher,PRON,783,mancher,lemma,True
schön,NOUN,784,schön,lemma,True
schön,NOUN,784,Schönen,genitive_singular,False
schön,NOUN,784,Schönen,nominative_plural,False
Arm,NOUN,785,Arm,lemma,True
Arm,NOUN,785,Armes,genitive_singular,False
Arm,NOUN,785,Arme,nominative_plural,False
hoch,ADJ,786,hoch,lemma,True
Bier,NOUN,787,Bier,lemma,True
Bier,NOUN,787,Bieres,genitive_singular,False
Bier,NOUN,787,Biere,nominative_plural,False
annehmen,VERB,788,annehmen,lemma,True
annehmen,VERB,788,nahm an,preterite_3sg,False
annehmen,VERB,788,angenommen,participle_ii,False
Klappe,NOUN,789,Klappe,lemma,True
Klappe,NOUN,789,Klappe,genitive_singular,False
Klappe,NOUN,789,Klappen,nominative_plural,False
wirken,VERB,790,wirken,lemma,True
wirken,VERB,790,wirkte,preterite_3sg,False
wirken,VERB,790,gewirkt,participle_ii,False
überraschen,VERB,791,überraschen,lemma,True
überraschen,VERB,791,überraschte,preterite_3sg,False
überraschen,VERB,791,überrascht,participle_ii,False
süß,ADV,792,süß,lemma,True
herum,ADP,793,herum,lemma,True
Finger,ADV,794,Finger,lemma,True
der,PRON,795,der,lemma,True
Rolle,NOUN,796,Rolle,lemma,True
Rolle,NOUN,796,Rolle,genitive_singular,False
Rolle,NOUN,796,Rollen,nominative_plural,False
arm,ADV,797,arm,lemma,True
Preis,NOUN,798,Preis,lemma,True
Preis,NOUN,798,Preises,genitive_singular,False
Preis,NOUN,798,Preise,nominative_plural,False
Hochzeit,NOUN,799,Hochzeit,lemma,True
Hochzeit,NOUN,799,Hochzeit,genitive_singular,False
Hochzeit,NOUN,799,Hochzeiten,nominative_plural,False
kalt,ADV,800,kalt,lemma,True
wach,ADV,801,wach,lemma,True
wozu,SCONJ,802,wozu,lemma,True
bieten,VERB,803,bieten,lemma,True
bieten,VERB,803,bot,preterite_3sg,False
bieten,VERB,803,geboten,participle_ii,False
planen,VERB,804,planen,lemma,True
planen,VERB,804,plante,preterite_3sg,False
planen,VERB,804,geplant,participle_ii,False
verzeihen,VERB,805,verzeihen,lemma,True
verzeihen,VERB,805,verzieh,preterite_3sg,False
verzeihen,VERB,805,verziehen,participle_ii,False
Boot,NOUN,806,Boot,lemma,True
Boot,NOUN,806,Bootes,genitive_singular,False
Boot,NOUN,806,Boote,nominative_plural,False
lösen,VERB,807,lösen,lemma,True
lösen,VERB,807,löste,preterite_3sg,False
lösen,VERB,807,gelöst,participle_ii,False
verraten,VERB,808,verraten,lemma,True
verraten,VERB,808,verriet,preterite_3sg,False
verraten,VERB,808,verraten,participle_ii,False
hoffentlich,ADV,809,hoffentlich,lemma,True
müssen,VERB,810,müssen,lemma,True
müssen,VERB,810,musste,preterite_3sg,False
müssen,VERB,810,gemusst,participle_ii,False
dürfen,AUX,811,dürfen,lemma,True
dürfen,AUX,811,durfte,preterite_3sg,False
dürfen,AUX,811,gedurft,participle_ii,False
Zuhause,ADV,812,Zuhause,lemma,True
wunderbar,ADV,813,wunderbar,lemma,True
behandeln,VERB,814,behandeln,lemma,True
behandeln,VERB,814,behandelte,preterite_3sg,False
behandeln,VERB,814,behandelt,participle_ii,False
Firma,NOUN,815,Firma,lemma,True
Firma,NOUN,815,Firma,genitive_singular,False
Firma,NOUN,815,Firmen,nominative_plural,False
zwingen,VERB,816,zwingen,lemma,True
zwingen,VERB,816,zwang,preterite_3sg,False
zwingen,VERB,816,gezwungen,participle_ii,False
Raum,NOUN,817,Raum,lemma,True
Raum,NOUN,817,Raumes,genitive_singular,False
Raum,NOUN,817,Räume,nominative_plural,False
feiern,VERB,818,feiern,lemma,True
feiern,VERB,818,feierte,preterite_3sg,False
feiern,VERB,818,gefeiert,participle_ii,False
halten,VERB,819,halten,lemma,True
halten,VERB,819,hielt,preterite_3sg,False
halten,VERB,819,gehalten,participle_ii,False
Reise,NOUN,820,Reise,lemma,True
Reise,NOUN,820,Reise,genitive_singular,False
Reise,NOUN,820,Reisen,nominative_plural,False
Dame,NOUN,821,Dame,lemma,True
Dame,NOUN,821,Dame,genitive_singular,False
Dame,NOUN,821,Damen,nominative_plural,False
Zug,NOUN,822,Zug,lemma,True
Zug,NOUN,822,Zuges,genitive_singular,False
Zug,NOUN,822,Züge,nominative_plural,False
irgendwann,ADV,823,irgendwann,lemma,True
beschäftigen,VERB,824,beschäftigen,lemma,True
beschäftigen,VERB,824,beschäftigte,preterite_3sg,False
beschäftigen,VERB,824,beschäftigt,participle_ii,False
jedenfalls,ADV,825,jedenfalls,lemma,True
Einladen,VERB,826,Einladen,lemma,True
Einladen,VERB,826,lud ein,preterite_3sg,False
Einladen,VERB,826,eingeladen,participle_ii,False
Rüber,ADV,827,Rüber,lemma,True
Rücken,VERB,828,Rücken,lemma,True
Rücken,VERB,828,rückte,preterite_3sg,False
Rücken,VERB,828,gerückt,participle_ii,False
Tschüss,ADV,829,Tschüss,lemma,True
Nutzen,VERB,830,Nutzen,lemma,True
Nutzen,VERB,830,nutzte,preterite_3sg,False
Nutzen,VERB,830,genutzt,participle_ii,False
Wissen,VERB,831,Wissen,lemma,True
Wissen,VERB,831,wusste,preterite_3sg,False
Wissen,VERB,831,gewusst,participle_ii,False
Reich,ADV,832,Reich,lemma,True
Irgendetwas,PRON,833,Irgendetwas,lemma,True
Richtung,NOUN,834,Richtung,lemma,True
Richtung,NOUN,834,Richtung,genitive_singular,False
Richtung,NOUN,834,Richtungen,nominative_plural,False
Weile,NOUN,835,Weile,lemma,True
Weile,NOUN,835,Weile,genitive_singular,False
Weile,NOUN,835,Weilen,nominative_plural,False
Bisher,ADV,836,Bisher,lemma,True
Seltsam,ADV,837,Seltsam,lemma,True
Unbedingt,ADV,838,Unbedingt,lemma,True
Wütend,ADV,839,Wütend,lemma,True
Ohr,NOUN,840,Ohr,lemma,True
Ohr,NOUN,840,Ohrs,genitive_singular,False
Ohr,NOUN,840,Ohren,nominative_plural,False
Wofür,SCONJ,841,Wofür,lemma,True
Erzählen,VERB,842,Erzählen,lemma,True
Erzählen,VERB,842,erzählte,preterite_3sg,False
Erzählen,VERB,842,erzählt,participle_ii,False
Kontrolle,NOUN,843,Kontrolle,lemma,True
Kontrolle,NOUN,843,Kontrolle,genitive_singular,False
Kontrolle,NOUN,843,Kontrollen,nominative_plural,False
Stöhnen,VERB,844,Stöhnen,lemma,True
Stöhnen,VERB,844,stöhnte,preterite_3sg,False
Stöhnen,VERB,844,gestöhnt,participle_ii,False
Beispiel,NOUN,845,Beispiel,lemma,True
Beispiel,NOUN,845,Beispiels,genitive_singular,False
Beispiel,NOUN,845,Beispiele,nominative_plural,False
Kontakt,NOUN,846,Kontakt,lemma,True
Kontakt,NOUN,846,Kontakts,genitive_singular,False
Kontakt,NOUN,846,Kontakte,nominative_plural,False
Gesetz,NOUN,847,Gesetz,lemma,True
Gesetz,NOUN,847,Gesetzes,genitive_singular,False
Gesetz,NOUN,847,Gesetze,nominative_plural,False
Müde,ADV,848,Müde,lemma,True
Magen,VERB,849,Magen,lemma,True
Magen,VERB,849,mochte,preterite_3sg,False
Magen,VERB,849,gemocht,participle_ii,False
Bekennen,ADV,850,Bekennen,lemma,True
schnappen,VERB,851,schnappen,lemma,True
schnappen,VERB,851,schnappte,preterite_3sg,False
schnappen,VERB,851,geschnappt,participle_ii,False
treiben,VERB,852,treiben,lemma,True
treiben,VERB,852,trieb,preterite_3sg,False
treiben,VERB,852,getrieben,participle_ii,False
leiden,VERB,853,leiden,lemma,True
leiden,VERB,853,litt,preterite_3sg,False
leiden,VERB,853,gelitten,participle_ii,False
Bank,NOUN,854,Bank,lemma,True
Bank,NOUN,854,Bank,genitive_singular,False
Bank,NOUN,854,Banken,nominative_plural,False
Unfall,NOUN,855,Unfall,lemma,True
Unfall,NOUN,855,Unfalls,genitive_singular,False
Unfall,NOUN,855,Unfälle,nominative_plural,False
dahin,ADV,856,dahin,lemma,True
überzeugen,VERB,857,überzeugen,lemma,True
überzeugen,VERB,857,überzeugte,preterite_3sg,False
überzeugen,VERB,857,überzeugt,participle_ii,False
dasselbe,PRON,858,dasselbe,lemma,True
aufgeben,VERB,859,aufgeben,lemma,True
aufgeben,VERB,859,gab auf,preterite_3sg,False
aufgeben,VERB,859,aufgegeben,participle_ii,False
Weise,NOUN,860,Weise,lemma,True
Weise,NOUN,860,Weise,genitive_singular,False
Weise,NOUN,860,Weisen,nominative_plural,False
Damen,NOUN,861,Damen,lemma,True
Damen,NOUN,861,Damen,genitive_singular,False
Damen,NOUN,861,Damen,nominative_plural,False
nett,ADJ,862,nett,lemma,True
darin,ADV,863,darin,lemma,True
Gott,NOUN,864,Gott,lemma,True
Gott,NOUN,864,Gottes,genitive_singular,False
Gott,NOUN,864,Götter,nominative_plural,False
Vorsicht,NOUN,865,Vorsicht,lemma,True
Vorsicht,NOUN,865,Vorsicht,genitive_singular,False
Vorsicht,NOUN,865,Vorsichten,nominative_plural,False
haben,VERB,866,haben,lemma,True
haben,VERB,866,hatte,preterite_3sg,False
haben,VERB,866,gehabt,participle_ii,False
zumindest,ADV,867,zumindest,lemma,True
Lage,NOUN,868,Lage,lemma,True
Lage,NOUN,868,Lage,genitive_singular,False
Lage,NOUN,868,Lagen,nominative_plural,False
sowieso,ADV,869,sowieso,lemma,True
Kraft,ADP,870,Kraft,lemma,True
Lauf,NOUN,871,Lauf,lemma,True
Lauf,NOUN,871,Laufs,genitive_singular,False
Lauf,NOUN,871,Läufe,nominative_plural,False
Ehre,NOUN,872,Ehre,lemma,True
Ehre,NOUN,872,Ehre,genitive_singular,False
Ehre,NOUN,872,Ehren,nominative_plural,False
stellen,VERB,873,stellen,lemma,True
stellen,VERB,873,stellte,preterite_3sg,False
stellen,VERB,873,gestellt,participle_ii,False
bar,ADV,874,bar,lemma,True
beobachten,VERB,875,beobachten,lemma,True
beobachten,VERB,875,beobachtete,preterite_3sg,False
beobachten,VERB,875,beobachtet,participle_ii,False
leisten,VERB,876,leisten,lemma,True
leisten,VERB,876,leistete,preterite_3sg,False
leisten,VERB,876,geleistet,participle_ii,False
riechen,VERB,877,riechen,lemma,True
riechen,VERB,877,roch,preterite_3sg,False
riechen,VERB,877,gerochen,participle_ii,False
Tasche,NOUN,878,Tasche,lemma,True
Tasche,NOUN,878,Tasche,genitive_singular,False
Tasche,NOUN,878,Taschen,nominative_plural,False
Hunger,NOUN,879,Hunger,lemma,True
Hunger,NOUN,879,Hungers,genitive_singular,False
Hunger,NOUN,879,Hungern,nominative_plural,False
legen,VERB,880,legen,lemma,True
legen,VERB,880,legte,preterite_3sg,False
legen,VERB,880,gelegt,participle_ii,False
Ben,PRON,881,Ben,lemma,True
landen,VERB,882,landen,lemma,True
landen,VERB,882,landete,preterite_3sg,False
landen,VERB,882,gelandet,participle_ii,False
gebären,VERB,883,gebären,lemma,True
gebären,VERB,883,gebar,preterite_3sg,False
gebären,VERB,883,geboren,participle_ii,False
enden,VERB,884,enden,lemma,True
enden,VERB,884,endete,preterite_3sg,False
enden,VERB,884,geendet,participle_ii,False
traurig,ADV,885,traurig,lemma,True
stehen,VERB,886,stehen,lemma,True
stehen,VERB,886,stand,preterite_3sg,False
stehen,VERB,886,gestanden,participle_ii,False
Hoffnung,NOUN,887,Hoffnung,lemma,True
Hoffnung,NOUN,887,Hoffnung,genitive_singular,False
Hoffnung,NOUN,887,Hoffnungen,nominative_plural,False
Droge,NOUN,888,Droge,lemma,True
Droge,NOUN,888,Droge,genitive_singular,False
Droge,NOUN,888,Drogen,nominative_plural,False
feuern,VERB,889,feuern,lemma,True
feuern,VERB,889,feuerte,preterite_3sg,False
feuern,VERB,889,gefeuert,participle_ii,False
Kirche,NOUN,890,Kirche,lemma,True
Kirche,NOUN,890,Kirche,genitive_singular,False
Kirche,NOUN,890,Kirchen,nominative_plural,False
kochen,VERB,891,kochen,lemma,True
kochen,VERB,891,kochte,preterite_3sg,False
kochen,VERB,891,gekocht,participle_ii,False
Flugzeug,NOUN,892,Flugzeug,lemma,True
Flugzeug,NOUN,892,Flugzeugs,genitive_singular,False
Flugzeug,NOUN,892,Flugzeuge,nominative_plural,False
besorgen,VERB,893,besorgen,lemma,True
besorgen,VERB,893,besorgte,preterite_3sg,False
besorgen,VERB,893,besorgt,participle_ii,False
Liste,NOUN,894,Liste,lemma,True
Liste,NOUN,894,Liste,genitive_singular,False
Liste,NOUN,894,Listen,nominative_plural,False
interessant,ADV,895,interessant,lemma,True
neben,ADP,896,neben,lemma,True
schrecklich,ADV,897,schrecklich,lemma,True
angreifen,VERB,898,angreifen,lemma,True
angreifen,VERB,898,griff an,preterite_3sg,False
angreifen,VERB,898,angegriffen,participle_ii,False
schenken,VERB,899,schenken,lemma,True
schenken,VERB,899,schenkte,preterite_3sg,False
schenken,VERB,899,geschenkt,participle_ii,False
jagen,VERB,900,jagen,lemma,True
jagen,VERB,900,jagte,preterite_3sg,False
jagen,VERB,900,gejagt,participle_ii,False
fürchten,VERB,901,fürchten,lemma,True
fürchten,VERB,901,fürchtete,preterite_3sg,False
fürchten,VERB,901,gefürchtet,participle_ii,False
warnen,VERB,902,warnen,lemma,True
warnen,VERB,902,warnte,preterite_3sg,False
warnen,VERB,902,gewarnt,participle_ii,False
verschwunden,ADJ,903,verschwunden,lemma,True
Tante,NOUN,904,Tante,lemma,True
Tante,NOUN,904,Tante,genitive_singular,False
Tante,NOUN,904,Tanten,nominative_plural,False
Majestät,NOUN,905,Majestät,lemma,True
Majestät,NOUN,905,Majestät,genitive_singular,False
Majestät,NOUN,905,Majestäten,nominative_plural,False
derjenige,PRON,906,derjenige,lemma,True
Wunder,NOUN,907,Wunder,lemma,True
Wunder,NOUN,907,Wunders,genitive_singular,False
Wunder,NOUN,907,Wunder,nominative_plural,False
sauer,ADV,908,sauer,lemma,True
erwähnen,VERB,909,erwähnen,lemma,True
erwähnen,VERB,909,erwähnte,preterite_3sg,False
erwähnen,VERB,909,erwähnt,participle_ii,False
vermutlich,ADV,910,vermutlich,lemma,True
raten,VERB,911,raten,lemma,True
raten,VERB,911,riet,preterite_3sg,False
raten,VERB,911,geraten,participle_ii,False
Gericht,NOUN,912,Gericht,lemma,True
Gericht,NOUN,912,Gerichts,genitive_singular,False
Gericht,NOUN,912,Gerichte,nominative_plural,False
Patient,NOUN,913,Patient,lemma,True
Patient,NOUN,913,Patienten,genitive_singular,False
Patient,NOUN,913,Patienten,nominative_plural,False
links,ADV,914,links,lemma,True
trennen,VERB,915,trennen,lemma,True
trennen,VERB,915,trennte,preterite_3sg,False
trennen,VERB,915,getrennt,participle_ii,False
wunderschön,ADV,916,wunderschön,lemma,True
klappen,VERB,917,klappen,lemma,True
klappen,VERB,917,klappte,preterite_3sg,False
klappen,VERB,917,geklappt,participle_ii,False
atmen,VERB,918,atmen,lemma,True
atmen,VERB,918,atmete,preterite_3sg,False
atmen,VERB,918,geatmet,participle_ii,False
selber,ADV,919,selber,lemma,True
zeugen,VERB,920,zeugen,lemma,True
zeugen,VERB,920,zeugte,preterite_3sg,False
zeugen,VERB,920,gezeugt,participle_ii,False
Nase,NOUN,921,Nase,lemma,True
Nase,NOUN,921,Nase,genitive_singular,False
Nase,NOUN,921,Nasen,nominative_plural,False
gewiss,ADJ,922,gewiss,lemma,True
Regierung,NOUN,923,Regierung,lemma,True
Regierung,NOUN,923,Regierung,genitive_singular,False
Regierung,NOUN,923,Regierungen,nominative_plural,False
Geburtstag,NOUN,924,Geburtstag,lemma,True
Geburtstag,NOUN,924,Geburtstags,genitive_singular,False
Geburtstag,NOUN,924,Geburtstage,nominative_plural,False
Professor,NOUN,925,Professor,lemma,True
Professor,NOUN,925,Professors,genitive_singular,False
Professor,NOUN,925,Professoren,nominative_plural,False
Aufgabe,NOUN,926,Aufgabe,lemma,True
Aufgabe,NOUN,926,Aufgabe,genitive_singular,False
